(326)Suryavanshi Gujar,,,,,
(327) Pahad,,,,,
(327)Pahadi,,,,,
(329)Muslim Machhimar (Daldi),,,,,
(330)Bhaldar,,,,,
(331)Alkari,,,,,
(332)Pendhari(Including Muslim Religious),,,,,
(333)Yalam,,,,,
(333)Yallam,,,,,
(333)Yelam,,,,,
(334)Mahat,,,,,
(334)Mahawat,,,,,
(334)Mahoot,,,,,
(335)Muslim Fakir,,,,,
(336)Lodh,,,,,
(336)Lodha,,,,,
(336)Lodhi,,,,,
(337)Nalband,,,,,
(338)Kulakadagi,,,,,
(338)Kulekadgi,,,,,
(338)Kullakadagi,,,,,
(338)Kullekadagi,,,,,
(338)Lingayat Kullekadagi,,,,,
(339)Mujawar,,,,,
(340)Mulana,,,,,
(340)Mulane,,,,,
(340)Mulani,,,,,
(341)East Indian,,,,,
(341)East Indian Catholic,,,,,
(341)East Indian Christian,,,,,
(342)Nevewani,,,,,
(344)Muslim Religious Kakar,,,,,
(345)Dorik,,,,,
(345)Kanodi/Kanadi,,,,,
(346)Patwa,,,,,
(347)Rathod (Depending on Economic Condition),,,,,
(348)Marwadi Nhavi,,,,,
(349)Gurad-Kapu,,,,,
(349)Guradi,,,,,
(349)Gurda-Kapewar,,,,,
(349)Gurdi-Reddy,,,,,
(35)Gandharap,,,,,
(350)Gavada,,,,,
(350)Gavade,,,,,
(350)Gawada,,,,,
(350)Gawade,,,,,
(36)Gujrath Bori,,,,,
(39)Gadhavi,,,,,
(4)Badia,,,,,
(42)Gochaki,,,,,
(43)Gurav,,,,,
(43)Lingayat Gurav,,,,,
(45)Gavandi,,,,,
(45)Gurjar-Kadiya,,,,,
(46)Halepaik,,,,,
(49)Jagiasi,,,,,
(5)Bajania,,,,,
(50)Jajak,,,,,
(51)Jatiya,,,,,
(52)Jatigar,,,,,
(53)Javheri,,,,,
(53)Parjia Soni,,,,,
(55)Jogin,,,,,
(56)Johari,,,,,
(57)Ansari,,,,,
(57)Julaha,,,,,
(58)Jangam,,,,,
(58)Lingayat Jangam,,,,,
(58)Malajangam(Virbhadra),,,,,
(59)Chitari-Jingar,,,,,
(6)Bajigar,,,,,
(60)Jadi,,,,,
(62)Kammi,,,,,
(63)Kapdi,,,,,
(65)Khati,,,,,
(69)Kongadi,,,,,
(7)Buttal,,,,,
(70)Korchar,,,,,
(72)Kachora,,,,,
(73)Kadera,,,,,
(74)Kamati,,,,,
(75)Kasbi,,,,,
(8)Bhand,,,,,
(8)Chappar Bhand,,,,,
(8)Muslim Bhand,,,,,
(80)Kuchbandh,,,,,
(81)Kuchharia,,,,,
(82)Kulala,,,,,
(82)Kumbara,,,,,
(82)Kumbhar,,,,,
(82)Kumbhara,,,,,
(82)Kumhar,,,,,
(82)Lingayat Kumbhar,,,,,
(82)Mulya,,,,,
(83)(1)Lewa Kunbi,,,,,
(83)(2)Lewa Patil,,,,,
(83)(3)Lewa Patidar,,,,,
(83)Kunbi,,,,,
(83)Kunbi Maratha,,,,,
(83)Maratha Kunbi,,,,,
(85)Kachhi,,,,,
(85)Kachi,,,,,
(85)Koeeri,,,,,
(85)Koiri,,,,,
(85)Koyari,,,,,
(85)Kushwah,,,,,
(85)Kushwaha,,,,,
(85)Morya,,,,,
(85)Murai,,,,,
(85)Saini,,,,,
(85)Shakya,,,,,
(86)Kathi,,,,,
(87)(1)Kanchar,,,,,
(87)(2)Kachari,,,,,
(87)Kasar,,,,,
(88)Labha,,,,,
(89)Ladhia,,,,,
(89)Ladia,,,,,
(89)Laria,,,,,
(9)Bavaiya,,,,,
(9)Targal,,,,,
(90)Ladaf,,,,,
(90)Laidaf (Nad-daf),,,,,
(90)Mansuri,,,,,
(91)Lakheria,,,,,
(92)Hadad,,,,,
(92)Luhar,,,,,
(92)Luvar,,,,,
(92)Mistri,,,,,
(94)Mahanubhav Bhopi,,,,,
(94)Manbhav,,,,,
(94)Manbhav Bhopi,,,,,
(96)Marwar Bori,,,,,
(97)Me,,,,,
(98)Mina,,,,,
(99)Mahali,,,,,
